email_id,subject,body,sender,num_urls,has_suspicious_domain,urgency_word_count,label
572,Your Payment Failed - Update Billing Information,"Hi, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://paypal-security-update.net/confirm or your account will be locked. Best regards,
Support Team",alerts@bank0famerica.co,1,1,4,1
573,Your Order Has Shipped,"Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Best,
Sarah",notifications@github.com,0,0,0,0
574,Urgent: Your Account Will Be Suspended,"Hello, Act now! Your subscription expires today. Renew immediately at http://paypal-security-update.net/confirm to avoid losing access to your account permanently.",admin@account-verify-center.com,1,1,3,1
575,Your Subscription Is About to Expire,"Dear Customer, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://bank0famerica-alert.com/verify or your account will be locked.",service@microsoft-alerts.xyz,1,1,5,1
576,Upcoming Webinar: AI in Healthcare,"Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Thank you,
HR",notifications@github.com,1,0,0,0
577,Invoice #4521 Attached,"Dear User, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",billing@vendor.com,0,0,1,0
578,Your Subscription Is About to Expire,"Dear Customer, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://microsoft-support-alert.co/reset and entering your bank details. Thanks,
The Team",alerts@bank0famerica.co,1,1,2,1
579,Weekly Team Sync Agenda,"Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Thank you,
HR",hr@company.com,0,0,0,0
580,Invoice #4521 Attached,"Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Thanks,
Raj",notifications@github.com,1,0,0,0
581,Your Invoice Is Overdue - Pay Immediately,"Hello, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://secure-login-verify.com/account Regards,
Account Services",team@irs-refunds.top,1,1,5,1
582,Notes from Today's Client Call,"Hi there, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Best,
Sarah",no-reply@zoom.us,0,0,0,0
583,Project Update: Sprint Review Notes,"Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Best regards,
Project Team",no-reply@zoom.us,0,0,0,0
584,Your Package Could Not Be Delivered,"Hello, Act now! Your subscription expires today. Renew immediately at http://irs-tax-refund-claim.top/form to avoid losing access to your account permanently. Sincerely,
Customer Service",no-reply@appleid-verify.net,3,1,2,1
585,You Have Won a Prize! Claim Now,"Dear User, Your package delivery has failed due to an incomplete address. Click http://paypal-security-update.net/confirm now and pay a small redelivery fee to reschedule. Thank you,
Team",security@paypa1-support.com,3,1,2,1
586,Weekly Team Sync Agenda,"Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Best regards,
Project Team",notifications@github.com,0,0,0,0
587,Your Subscription Is About to Expire,"You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://amaz0n-rewards-claim.info/prize to receive your refund today. Best regards,
Support Team",alerts@bank0famerica.co,1,1,0,1
588,Weekly Team Sync Agenda,"Hello, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Regards,
Admin Team",billing@vendor.com,0,0,0,0
589,Important: Your Refund Is Pending Approval,"Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://update-your-info-now.tk/secure within 24 hours to prevent permanent closure. Best regards,
Support Team",billing@netflix-update.ru,2,1,1,1
590,Action Required: Verify Your Identity Now,"Dear Customer, Act now! Your subscription expires today. Renew immediately at http://update-your-info-now.tk/secure to avoid losing access to your account permanently. Best regards,
Support Team",billing@netflix-update.ru,0,1,2,1
591,Thank You for Your Recent Purchase,"Urgent: Hi, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Regards,
Admin Team",notifications@github.com,0,0,1,0
592,Meeting Rescheduled to 3 PM Tomorrow,"Hi there, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best,
Sarah",manager@company.com,0,0,0,0
593,Your Order Has Shipped,"Hi, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Best regards,
Project Team",manager@company.com,1,0,0,0
594,You Have Won a Prize! Claim Now,"Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://amaz0n-rewards-claim.info/prize or your account will be locked. Best regards,
Support Team",billing@netflix-update.ru,0,1,3,1
595,You Have Won a Prize! Claim Now,"Dear Customer, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://irs-tax-refund-claim.top/form immediately to upgrade for free. Thank you,
Team",no-reply@appleid-verify.net,1,1,2,1
596,Your Flight Itinerary Confirmation,"Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Thank you,
HR",hr@company.com,0,0,0,0
597,Security Alert: Unusual Sign-in Activity Detected,"Hello, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://irs-tax-refund-claim.top/form and entering your bank details. Best regards,
Support Team",no-reply@appleid-verify.net,3,1,1,1
598,Verify Your Bank Details to Avoid Suspension,"Dear User, Your package delivery has failed due to an incomplete address. Click http://paypal-security-update.net/confirm now and pay a small redelivery fee to reschedule. Best regards,
Support Team",no-reply@appleid-verify.net,3,1,2,1
599,Your Monthly Newsletter is Here,"Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",hr@company.com,0,0,1,0
600,Your Flight Itinerary Confirmation,"Dear User, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Best,
Sarah",notifications@github.com,0,0,0,0
601,Final Notice: Your Account Has Been Locked,"Hi there, Act now! Your subscription expires today. Renew immediately at http://amaz0n-rewards-claim.info/prize to avoid losing access to your account permanently. Best regards,
Support Team",support@amaz0n-rewards.info,3,1,2,1
602,Welcome to Our Service!,"Dear User, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",manager@company.com,1,0,1,0
603,Your Flight Itinerary Confirmation,"Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",newsletter@company.com,1,0,1,0
604,Verify Your Bank Details to Avoid Suspension,"Hello, Dear user, our system detected a policy violation on your account. Verify your information at http://netflix-billing-update.ru/pay within 24 hours to prevent permanent closure. Best regards,
Support Team",alerts@bank0famerica.co,1,1,1,1
605,Quarterly Performance Report Attached,"Dear Customer, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya Please confirm receipt of this email at your earliest convenience.",no-reply@zoom.us,0,0,1,0
606,Meeting Rescheduled to 3 PM Tomorrow,"Hi, Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://company-blog.com/newsletter. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",manager@company.com,1,0,1,0
607,Welcome to Our Service!,"Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thank you,
HR",hr@company.com,0,0,0,0
608,Important: Your Refund Is Pending Approval,"Dear Customer, Final warning: yur mailbox storage is full and incoming emails will be rejected. Click http://microsoft-support-alert.co/reset immediately to upgrade for free. Regards,
Account Services",alerts@bank0famerica.co,1,1,3,1
609,You Have Won a Prize! Claim Now,"Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://secure-login-verify.com/account immediately to upgrade for free. Thank you,
Team",admin@account-verify-center.com,3,1,3,1
610,Weekly Team Sync Agenda,"Dear User, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Best,
Sarah",notifications@github.com,0,0,0,0
611,Security Alert: Unusual Sign-in Activity Detected,"Dear Customer, Dear user, our system detected a policy violation on your account. Verify your information at http://bank0famerica-alert.com/verify within 24 hours to prevent permanent closure. Sincerely,
Customer Service",support@amaz0n-rewards.info,2,1,3,1
612,Verify Your Bank Details to Avoid Suspension,"Hello, Act now! Your subscription expires today. Renew immediatly at http://microsoft-support-alert.co/reset to avoid losing access to your account permanently. Best regards,
Support Team",service@microsoft-alerts.xyz,0,1,2,1
613,Reminder: Submit Your Timesheet,"Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best,
Sarah",newsletter@company.com,0,0,0,0
614,Final Notice: Your Account Has Been Locked,"This is an urgent securrity notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://irs-tax-refund-claim.top/form or your account will be locked. Thank you,
Team",no-reply@appleid-verify.net,1,1,3,1
615,Verify Your Bank Details to Avoid Suspension,"Hi there, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://netflix-billing-update.ru/pay and entering your bank details. Thank you,
Team",admin@account-verify-center.com,2,1,1,1
616,Warning: Suspicious Login From New Device,"Hello, Dear user, our system detected a policy violation on your account. Verify your information at http://192.168.44.21/verify-account within 24 hours to prevent permanent closure. Thanks,
The Team",no-reply@appleid-verify.net,1,1,2,1
617,Welcome to Our Service!,"Hello, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best,
Sarah",hr@company.com,1,0,0,0
618,Final Notice: Your Account Has Been Locked,"Hi there, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://appleid-confirm-account.xyz/login immediately to upgrade for free. Sincerely,
Customer Service",billing@netflix-update.ru,0,1,3,1
619,Action Required: Verify Your Identity Now,Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://appleid-confirm-account.xyz/login and entering your bank details.,team@irs-refunds.top,2,1,2,1
620,Quarterly Performance Report Attached,"Urgent: Hi there, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Regards,
Admin Team",hr@company.com,0,0,1,0
621,Your Payment Failed - Update Billing Information,"Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://microsoft-support-alert.co/reset within 24 hours to prevent permanent closure. Sincerely,
Customer Service",no-reply@appleid-verify.net,1,1,2,1
622,Your Monthly Newsletter is Here,"Hi there, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Best,
Sarah",newsletter@company.com,0,0,0,0
623,Security Alert: Unusual Sign-in Activity Detected,"Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://bank0famerica-alert.com/verify or your account will be locked.",service@microsoft-alerts.xyz,3,1,5,1
624,Urgent: Your Account Will Be Suspended,"Hi, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://appleid-confirm-account.xyz/login to receive your refund today.",support@amaz0n-rewards.info,1,1,1,1
625,Important: Your Refund Is Pending Approval,"Hello, Dear user, our system detected a policy violation on your account. Verify your information at http://secure-login-verify.com/account within 24 hours to prevent permanent closure.",billing@netflix-update.ru,3,1,2,1
626,Confirm Your Email to Restore Access,"Hello, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://secure-login-verify.com/account or your account will be locked. Thanks,
The Team",billing@netflix-update.ru,1,1,4,1
627,Your Payment Failed - Update Billing Information,"Dear Customer, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://amaz0n-rewards-claim.info/prize and entering your bank details. Regards,
Account Services",service@microsoft-alerts.xyz,3,1,1,1
628,Your Order Has Shipped,"Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Regards,
Admin Team",hr@company.com,0,0,0,0
629,Upcoming Webinar: AI in Healthcare,"Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Thanks,
Raj",newsletter@company.com,0,0,0,0
630,Important: Your Refund Is Pending Approval,"Dear Customer, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://secure-login-verify.com/account and entering your bank details.",billing@netflix-update.ru,3,1,2,1
631,Important: Your Refund Is Pending Approval,"Hi, Act now! Your subscription expires today. Renew immediately at http://192.168.44.21/verify-account to avoid losing access to your account permanently.",service@microsoft-alerts.xyz,2,1,3,1
632,Weekly Team Sync Agenda,"Hi, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Regards,
Admin Team",support@fedex.com,0,0,0,0
633,Confirm Your Email to Restore Access,"Hi there, Dear Customer, we detected unusual activity on your accont. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://bank0famerica-alert.com/verify Thank you,
Team",admin@account-verify-center.com,3,1,6,1
634,Immediate Action Needed: Confirm Your Password,"Dear Customer, Dear user, our system detected a policy violation on your account. Verify your information at http://update-your-info-now.tk/secure within 24 hours to prevent permanent closure. Best regards,
Support Team",billing@netflix-update.ru,1,1,1,1
635,Upcoming Webinar: AI in Healthcare,"Dear Customer, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Regards,
Admin Team",hr@company.com,0,0,0,0
636,Immediate Action Needed: Confirm Your Password,"Hi there, We were unable to process your recent payment. Please update your billing information immediately at http://irs-tax-refund-claim.top/form to avoid service interruption. Best regards,
Support Team",team@irs-refunds.top,1,1,1,1
637,Your Payment Failed - Update Billing Information,"Dear User, Act now! Your subscription expires today. Renew immediately at http://irs-tax-refund-claim.top/form to avoid losing access to yur account permanently. Best regards,
Support Team",support@amaz0n-rewards.info,2,1,2,1
638,Congratulations on Your Work Anniversary,"Dear User, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Regards,
Admin Team",team-lead@company.com,1,0,0,0
639,Quarterly Performance Report Attached,"Hi there, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Thanks,
Raj",notifications@github.com,0,0,0,0
640,Welcome to Our Service!,"Dear User, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://zoom.us/j/123456789. Regards,
Admin Team",billing@vendor.com,0,0,0,0
641,Invoice #4521 Attached,"Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Best,
Sarah",manager@company.com,0,0,0,0
642,Important: Your Refund Is Pending Approval,"Dear User, We were unable to process your recent payment. Please update your billing information immediately at http://bank0famerica-alert.com/verify to avoid service interruption. Regards,
Account Services",support@amaz0n-rewards.info,1,1,3,1
643,Upcoming Webinar: AI in Healthcare,"Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Best regards,
Project Team",hr@company.com,0,0,0,0
644,Your Flight Itinerary Confirmation,"Urgent: Hello, Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://github.com/company/project. Thanks,
Raj",newsletter@company.com,0,0,1,0
645,Congratulations! You Are Selected for a Reward,"Hello, We were unable to process your recent payment. Please update your billing information immediately at http://update-your-info-now.tk/secure to avoid service interruption. Regards,
Account Services",no-reply@appleid-verify.net,1,1,1,1
646,Your Subscription Is About to Expire,"Hi, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by cliking http://paypal-security-update.net/confirm and entering your bank details. Thank you,
Team",support@amaz0n-rewards.info,1,1,1,1
647,Upcoming Webinar: AI in Healthcare,"Dear Customer, Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://shipping.fedex.com/track. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",billing@vendor.com,0,0,1,0
648,Your Order Has Shipped,"Hi, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Best regards,
Project Team",newsletter@company.com,1,0,0,0
649,Your Payment Failed - Update Billing Information,"Dear User, Your package delivery has failed due to an incomplete address. Click http://paypal-security-update.net/confirm now and pay a small redelivery fee to reschedule. Sincerely,
Customer Service",support@amaz0n-rewards.info,1,1,2,1
650,Your Order Has Shipped,"Hello, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Regards,
Admin Team",manager@company.com,0,0,0,0
651,Your Package Could Not Be Delivered,"Dear Customer, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://paypal-security-update.net/confirm Thanks,
The Team",security@paypa1-support.com,1,1,5,1
652,Project Update: Sprint Review Notes,"Hello, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with yur schedule. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",newsletter@company.com,0,0,1,0
653,Thank You for Your Recent Purchase,"Dear User, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Regards,
Admin Team",support@fedex.com,0,0,0,0
654,Reminder: Submit Your Timesheet,"Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Best regards,
Project Team",support@fedex.com,1,0,0,0
655,Verify Your Bank Details to Avoid Suspension,"Hi there, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://secure-login-verify.com/account immediately to upgrade for free.",security@paypa1-support.com,2,1,3,1
656,New Blog Post: Tips for Remote Work,"Hello, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Thanks,
Raj",hr@company.com,0,0,0,0
657,Thank You for Your Recent Purchase,"Hi there, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://shipping.fedex.com/track. Regards,
Admin Team",no-reply@zoom.us,0,0,0,0
658,Invoice #4521 Attached,"Hello, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thank you,
HR",no-reply@zoom.us,0,0,0,0
659,Quarterly Performance Report Attached,"Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thanks,
Raj",hr@company.com,1,0,0,0
660,Immediate Action Needed: Confirm Your Password,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://paypal-security-update.net/confirm within 12 hours. Best regards,
Support Team",alerts@bank0famerica.co,3,1,2,1
661,Confirm Your Email to Restore Access,"Hello, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://irs-tax-refund-claim.top/form to receive your refund today.",team@irs-refunds.top,1,1,0,1
662,Your Order Has Shipped,"Hello, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Regards,
Admin Team",billing@vendor.com,0,0,0,0
663,Verify Your Bank Details to Avoid Suspension,"Dear User, Dear user, our system detected a policy violation on your account. Verify your information at http://microsoft-support-alert.co/reset within 24 hours to prevent permanent closure. Sincerely,
Customer Service",service@microsoft-alerts.xyz,3,1,2,1
664,Your Payment Failed - Update Billing Information,"Hello, We were unable to process your recent payment. Please update your billing information immediately at http://netflix-billing-update.ru/pay to avoid service interruption. Thank you,
Team",alerts@bank0famerica.co,0,1,1,1
665,Invoice #4521 Attached,"Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://shipping.fedex.com/track. Best,
Sarah",billing@vendor.com,0,0,0,0
666,Warning: Suspicious Login From New Device,"Dear Customer, Your package delivery has failed due to an incomplete address. Click http://secure-login-verify.com/account now and pay a small redelivery fee to reschedule. Sincerely,
Customer Service",admin@account-verify-center.com,1,1,2,1
667,You Have Won a Prize! Claim Now,"Hi there, We were unable to process yur recent payment. Please update your billing information immediately at http://microsoft-support-alert.co/reset to avoid service interruption. Sincerely,
Customer Service",security@paypa1-support.com,1,1,2,1
668,Your Package Could Not Be Delivered,"Hi there, Act now! Your subscription expires today. Renew immediately at http://bank0famerica-alert.com/verify to avoid losing access to your account permanently. Regards,
Account Services",support@amaz0n-rewards.info,2,1,4,1
669,Notes from Today's Client Call,"Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://github.com/company/project. Best,
Sarah",hr@company.com,1,0,0,0
670,Your Monthly Newsletter is Here,"Hello, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Best,
Sarah",notifications@github.com,0,0,0,0
671,Invoice #4521 Attached,"Hi, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://github.com/company/project. Best,
Sarah",hr@company.com,0,0,0,0
672,Action Required: Verify Your Identity Now,"Hi, Your accont has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://microsoft-support-alert.co/reset within 12 hours. Thanks,
The Team",billing@netflix-update.ru,2,1,2,1
673,Weekly Team Sync Agenda,"Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Best regards,
Project Team",support@fedex.com,0,0,0,0
674,Warning: Suspicious Login From New Device,"Hello, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://microsoft-support-alert.co/reset to receive your refund today. Thanks,
The Team",service@microsoft-alerts.xyz,1,1,1,1
675,Congratulations on Your Work Anniversary,"Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",newsletter@company.com,0,0,1,0
676,Urgent: Your Account Will Be Suspended,"Hi there, We were unable to process your recent payment. Please update your billing information immediately at http://secure-login-verify.com/account to avoid service interruption. Thank you,
Team",alerts@bank0famerica.co,1,1,2,1
677,Quarterly Performance Report Attached,"Hello, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",team-lead@company.com,0,0,1,0
678,Confirm Your Email to Restore Access,"Hi, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://secure-login-verify.com/account immediately to upgrade for free. Thanks,
The Team",support@amaz0n-rewards.info,1,1,3,1
679,Upcoming Webinar: AI in Healthcare,"Dear User, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Regards,
Admin Team Please confirm receipt of this email at your earliest convenience.",team-lead@company.com,1,0,1,0
680,Confirm Your Email to Restore Access,"Dear Customer, Your package delivery has failed due to an incomplete address. Click http://amaz0n-rewards-claim.info/prize now and pay a small redelivery fee to reschedule. Thank you,
Team",security@paypa1-support.com,1,1,1,1
681,Final Notice: Your Account Has Been Locked,"Dear User, We were unable to process your recent payment. Please update your billing information immediately at http://appleid-confirm-account.xyz/login to avoid service interruption.",service@microsoft-alerts.xyz,2,1,2,1
682,Your Subscription Is About to Expire,"Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://secure-login-verify.com/account within 12 hours. Sincerely,
Customer Service",alerts@bank0famerica.co,1,1,2,1
683,Action Required: Verify Your Identity Now,"Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://paypal-securrity-update.net/confirm within 24 hours to prevent permanent closure. Best regards,
Support Team",team@irs-refunds.top,1,1,2,1
684,Weekly Team Sync Agenda,"Hi, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",newsletter@company.com,1,0,1,0
685,Confirm Your Email to Restore Access,"Hello, We were unable to process your recent payment. Please update your billing information immediately at http://microsoft-support-alert.co/reset to avoid service interruption. Sincerely,
Customer Service",admin@account-verify-center.com,1,1,2,1
686,Welcome to Our Service!,"Hi, Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://company-blog.com/newsletter. Thanks,
Raj",support@fedex.com,0,0,0,0
687,Your Monthly Newsletter is Here,"Hello, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Regards,
Admin Team",team-lead@company.com,0,0,0,0
688,Notes from Today's Client Call,"Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Thank you,
HR",hr@company.com,1,0,0,0
689,New Blog Post: Tips for Remote Work,"Urgent: Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya",manager@company.com,1,0,1,0
690,Your Order Has Shipped,"Hi, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Best regards,
Project Team",billing@vendor.com,0,0,0,0
691,Your Invoice Is Overdue - Pay Immediately,"Hi there, Act now! Your subscription expires today. Renew immediately at http://paypal-security-update.net/confirm to avoid losing access to your account permanently. Regards,
Account Services",security@paypa1-support.com,3,1,3,1
692,Congratulations! You Are Selected for a Reward,"Dear Customer, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://update-your-info-now.tk/secure immediately to upgrade for free. Regards,
Account Services",no-reply@appleid-verify.net,1,1,2,1
693,Your Payment Failed - Update Billing Information,"Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://update-your-info-now.tk/secure within 24 hours to prevent permanent closure. Sincerely,
Customer Service",billing@netflix-update.ru,1,1,1,1
694,Your Monthly Newsletter is Here,"Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Regards,
Admin Team",team-lead@company.com,1,0,0,0
695,Security Alert: Unusual Sign-in Activity Detected,"Dear Customer, Act now! Your subscription expires today. Renew immediately at http://netflix-billing-update.ru/pay to avoid losing access to your accont permanently. Thank you,
Team",no-reply@appleid-verify.net,2,1,2,1
696,Confirm Your Email to Restore Access,"Hi, Act now! Your subscription expires today. Renew immediately at http://microsoft-support-alert.co/reset to avoid losing access to your accont permanently. Sincerely,
Customer Service",security@paypa1-support.com,2,1,3,1
697,Invoice #4521 Attached,"Hi, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Cheers,
Priya",hr@company.com,1,0,0,0
698,Security Alert: Unusual Sign-in Activity Detected,"Hi, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://microsoft-support-alert.co/reset Sincerely,
Customer Service",alerts@bank0famerica.co,3,1,5,1
699,Your Monthly Newsletter is Here,"Hi there, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Regards,
Admin Team Please confirm receipt of this email at your earliest convenience.",notifications@github.com,0,0,1,0
700,You Have Won a Prize! Claim Now,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://update-your-info-now.tk/secure within 12 hours. Sincerely,
Customer Service",billing@netflix-update.ru,2,1,1,1
701,Warning: Suspicious Login From New Device,"Hi there, Dear Customer, we detected unusual activity on your accont. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://appleid-confirm-account.xyz/login Best regards,
Support Team",security@paypa1-support.com,1,1,5,1
702,Final Notice: Your Account Has Been Locked,"You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://192.168.44.21/verifyy-account to receive your refund today. Sincerely,
Customer Service",team@irs-refunds.top,1,1,1,1
703,Important: Your Refund Is Pending Approval,"Dear User, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free. Thank you,
Team",security@paypa1-support.com,2,1,3,1
704,Important: Your Refund Is Pending Approval,"Hi there, Act now! Your subscription expires today. Renew immediately at http://update-your-info-now.tk/secure to avoid losing access to your account permanently. Regards,
Account Services",alerts@bank0famerica.co,3,1,2,1
705,Your Order Has Shipped,"Hi there, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Regards,
Admin Team",support@fedex.com,1,0,0,0
706,Immediate Action Needed: Confirm Your Password,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://paypal-security-update.net/confirm within 12 hours. Thanks,
The Team",alerts@bank0famerica.co,3,1,2,1
