email_id,subject,body,sender,num_urls,has_suspicious_domain,urgency_word_count,label,full_text,clean_text
700,You Have Won a Prize! Claim Now,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://update-your-info-now.tk/secure within 12 hours. Sincerely,
Customer Service",billing@netflix-update.ru,2,1,1,1,"You Have Won a Prize! Claim Now Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://update-your-info-now.tk/secure within 12 hours. Sincerely,
Customer Service",prize claim dear customer account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours sincerely customer service
701,Warning: Suspicious Login From New Device,"Hi there, Dear Customer, we detected unusual activity on your accont. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://appleid-confirm-account.xyz/login Best regards,
Support Team",security@paypa1-support.com,1,1,5,1,"Warning: Suspicious Login From New Device Hi there, Dear Customer, we detected unusual activity on your accont. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://appleid-confirm-account.xyz/login Best regards,
Support Team",warning suspicious login new device hi dear customer detected unusual activity accont click link immediately verify identity account permanently suspended within hours URLTOKEN best regards support team
702,Final Notice: Your Account Has Been Locked,"You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://192.168.44.21/verifyy-account to receive your refund today. Sincerely,
Customer Service",team@irs-refunds.top,1,1,1,1,"Final Notice: Your Account Has Been Locked You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://192.168.44.21/verifyy-account to receive your refund today. Sincerely,
Customer Service",final notice account locked unclaimed refund waiting submit bank account details URLTOKEN receive refund today sincerely customer service
703,Important: Your Refund Is Pending Approval,"Dear User, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free. Thank you,
Team",security@paypa1-support.com,2,1,3,1,"Important: Your Refund Is Pending Approval Dear User, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free. Thank you,
Team",important refund pending approval dear user final warning mailbox storage full incoming emails rejected click URLTOKEN immediately upgrade free thank team
704,Important: Your Refund Is Pending Approval,"Hi there, Act now! Your subscription expires today. Renew immediately at http://update-your-info-now.tk/secure to avoid losing access to your account permanently. Regards,
Account Services",alerts@bank0famerica.co,3,1,2,1,"Important: Your Refund Is Pending Approval Hi there, Act now! Your subscription expires today. Renew immediately at http://update-your-info-now.tk/secure to avoid losing access to your account permanently. Regards,
Account Services",important refund pending approval hi act subscription expires today renew immediately URLTOKEN avoid losing access account permanently regards account services
705,Your Order Has Shipped,"Hi there, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Regards,
Admin Team",support@fedex.com,1,0,0,0,"Your Order Has Shipped Hi there, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Regards,
Admin Team",order shipped hi thank recent purchase receipt attached questions feel free reach support team regards admin team
706,Immediate Action Needed: Confirm Your Password,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://paypal-security-update.net/confirm within 12 hours. Thanks,
The Team",alerts@bank0famerica.co,3,1,2,1,"Immediate Action Needed: Confirm Your Password Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://paypal-security-update.net/confirm within 12 hours. Thanks,
The Team",immediate action needed confirm password dear customer account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours thanks team
707,Thank You for Your Recent Purchase,"Dear Customer, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thanks,
Raj",notifications@github.com,0,0,0,0,"Thank You for Your Recent Purchase Dear Customer, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thanks,
Raj",thank recent purchase dear customer hi friendly reminder submit timesheet week friday pm thanks cooperation thanks raj
708,Upcoming Webinar: AI in Healthcare,"Hello, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",manager@company.com,1,0,1,0,"Upcoming Webinar: AI in Healthcare Hello, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",upcoming webinar ai healthcare hello hi team sharing notes todays call client happy current progress requested demo next week best regards project team please confirm receipt email earliest convenience
709,Congratulations! You Are Selected for a Reward,"Dear User, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://bank0famerica-alert.com/verify to receive your refund today. Thanks,
The Team",alerts@bank0famerica.co,3,1,2,1,"Congratulations! You Are Selected for a Reward Dear User, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://bank0famerica-alert.com/verify to receive your refund today. Thanks,
The Team",congratulations selected reward dear user unclaimed refund waiting submit bank account details URLTOKEN receive refund today thanks team
710,Invoice #4521 Attached,"Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Thanks,
Raj",team-lead@company.com,0,0,0,0,"Invoice #4521 Attached Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Thanks,
Raj",invoice attached hi hi sharing notes todays sprint review completed planned stories identified two blockers next sprint thanks raj
711,You Have Won a Prize! Claim Now,"Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://update-your-info-now.tk/secure or your account will be locked. Best regards,
Support Team",support@amaz0n-rewards.info,3,1,3,1,"You Have Won a Prize! Claim Now Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://update-your-info-now.tk/secure or your account will be locked. Best regards,
Support Team",prize claim hi urgent security notice someone tried access account unrecognized device verify URLTOKEN account locked best regards support team
712,Security Alert: Unusual Sign-in Activity Detected,"Hello, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free. Thanks,
The Team",support@amaz0n-rewards.info,1,1,3,1,"Security Alert: Unusual Sign-in Activity Detected Hello, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free. Thanks,
The Team",security alert unusual signin activity detected hello final warning mailbox storage full incoming emails rejected click URLTOKEN immediately upgrade free thanks team
713,Weekly Team Sync Agenda,"Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thanks,
Raj",no-reply@zoom.us,0,0,0,0,"Weekly Team Sync Agenda Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thanks,
Raj",weekly team sync agenda hi hi friendly reminder submit timesheet week friday pm thanks cooperation thanks raj
714,You Have Won a Prize! Claim Now,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://amaz0n-rewards-claim.info/prize within 12 hours. Thank you,
Team",alerts@bank0famerica.co,3,1,1,1,"You Have Won a Prize! Claim Now Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://amaz0n-rewards-claim.info/prize within 12 hours. Thank you,
Team",prize claim dear customer account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours thank team
715,Final Notice: Your Account Has Been Locked,"Hello, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://irs-tax-refund-claim.top/form or your account will be locked. Regards,
Account Services",admin@account-verify-center.com,0,1,3,1,"Final Notice: Your Account Has Been Locked Hello, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://irs-tax-refund-claim.top/form or your account will be locked. Regards,
Account Services",final notice account locked hello urgent security notice someone tried access account unrecognized device verify URLTOKEN account locked regards account services
716,Important: Your Refund Is Pending Approval,"Hello, Your package delivery has failed due to an incomplete address. Click http://secure-login-verify.com/account now and pay a small redelivery fee to reschedule. Sincerely,
Customer Service",support@amaz0n-rewards.info,3,1,2,1,"Important: Your Refund Is Pending Approval Hello, Your package delivery has failed due to an incomplete address. Click http://secure-login-verify.com/account now and pay a small redelivery fee to reschedule. Sincerely,
Customer Service",important refund pending approval hello package delivery failed due incomplete address click URLTOKEN pay small redelivery fee reschedule sincerely customer service
717,Urgent: Your Account Will Be Suspended,"Hi there, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://paypal-security-update.net/confirm to receive your refund today. Best regards,
Support Team",support@amaz0n-rewards.info,1,1,1,1,"Urgent: Your Account Will Be Suspended Hi there, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://paypal-security-update.net/confirm to receive your refund today. Best regards,
Support Team",urgent account suspended hi unclaimed refund waiting submit bank account details URLTOKEN receive refund today best regards support team
718,Your Package Could Not Be Delivered,"Hello, We were unable to process your recent payment. Please update your billing information immediately at http://paypal-security-update.net/confirm to avoid service interruption. Thank you,
Team",team@irs-refunds.top,1,1,2,1,"Your Package Could Not Be Delivered Hello, We were unable to process your recent payment. Please update your billing information immediately at http://paypal-security-update.net/confirm to avoid service interruption. Thank you,
Team",package could delivered hello unable process recent payment please update billing information immediately URLTOKEN avoid service interruption thank team
719,Confirm Your Email to Restore Access,"Hello, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://paypal-security-update.net/confirm to receive your refund today. Sincerely,
Customer Service",support@amaz0n-rewards.info,2,1,1,1,"Confirm Your Email to Restore Access Hello, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://paypal-security-update.net/confirm to receive your refund today. Sincerely,
Customer Service",confirm email restore access hello unclaimed refund waiting submit bank account details URLTOKEN receive refund today sincerely customer service
720,Notes from Today's Client Call,"Hi, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",support@fedex.com,0,0,1,0,"Notes from Today's Client Call Hi, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",notes todays client call hi hi team quick note meeting tomorrow moved pm conference room let know conflicts schedule thanks raj please confirm receipt email earliest convenience
721,Notes from Today's Client Call,"Dear User, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Best,
Sarah",hr@company.com,0,0,0,0,"Notes from Today's Client Call Dear User, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Best,
Sarah",notes todays client call dear user hi team sharing notes todays call client happy current progress requested demo next week best sarah
722,Final Notice: Your Account Has Been Locked,"Dear User, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://update-your-info-now.tk/secure immediately to upgrade for free. Sincerely,
Customer Service",team@irs-refunds.top,1,1,2,1,"Final Notice: Your Account Has Been Locked Dear User, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://update-your-info-now.tk/secure immediately to upgrade for free. Sincerely,
Customer Service",final notice account locked dear user final warning mailbox storage full incoming emails rejected click URLTOKEN immediately upgrade free sincerely customer service
723,Congratulations on Your Work Anniversary,"Hello, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Regards,
Admin Team",support@fedex.com,1,0,0,0,"Congratulations on Your Work Anniversary Hello, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Regards,
Admin Team",congratulations work anniversary hello hi sharing notes todays sprint review completed planned stories identified two blockers next sprint regards admin team
724,New Blog Post: Tips for Remote Work,"Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Best regards,
Project Team",no-reply@zoom.us,1,0,0,0,"New Blog Post: Tips for Remote Work Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Best regards,
Project Team",new blog post tips remote work dear user welcome aboard excited part community heres quick guide help get started new account best regards project team
725,Important: Your Refund Is Pending Approval,"Dear User, Your package delivery has failed due to an incomplete address. Click http://appleid-confirm-account.xyz/login now and pay a small redelivery fee to reschedule. Best regards,
Support Team",security@paypa1-support.com,1,1,2,1,"Important: Your Refund Is Pending Approval Dear User, Your package delivery has failed due to an incomplete address. Click http://appleid-confirm-account.xyz/login now and pay a small redelivery fee to reschedule. Best regards,
Support Team",important refund pending approval dear user package delivery failed due incomplete address click URLTOKEN pay small redelivery fee reschedule best regards support team
726,Immediate Action Needed: Confirm Your Password,"Hi there, Your package delivery has failed due to an incomplete address. Click http://paypal-security-update.net/confirm now and pay a small redelivery fee to reschedule. Regards,
Account Services",service@microsoft-alerts.xyz,3,1,2,1,"Immediate Action Needed: Confirm Your Password Hi there, Your package delivery has failed due to an incomplete address. Click http://paypal-security-update.net/confirm now and pay a small redelivery fee to reschedule. Regards,
Account Services",immediate action needed confirm password hi package delivery failed due incomplete address click URLTOKEN pay small redelivery fee reschedule regards account services
727,Weekly Team Sync Agenda,"Hello, Hi, this is a friendly reminder to submit yur timesheet for this week by Friday 5 PM. Thanks for your cooperation. Regards,
Admin Team",support@fedex.com,1,0,0,0,"Weekly Team Sync Agenda Hello, Hi, this is a friendly reminder to submit yur timesheet for this week by Friday 5 PM. Thanks for your cooperation. Regards,
Admin Team",weekly team sync agenda hello hi friendly reminder submit yur timesheet week friday pm thanks cooperation regards admin team
728,Weekly Team Sync Agenda,"Hello, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Cheers,
Priya",newsletter@company.com,1,0,0,0,"Weekly Team Sync Agenda Hello, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Cheers,
Priya",weekly team sync agenda hello hi everyone attached agenda weekly team sync please review meeting add topics youd like discuss cheers priya
729,Action Required: Verify Your Identity Now,"Dear Customer, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://irs-tax-refund-claim.top/form or your account will be locked. Thanks,
The Team",admin@account-verify-center.com,2,1,3,1,"Action Required: Verify Your Identity Now Dear Customer, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://irs-tax-refund-claim.top/form or your account will be locked. Thanks,
The Team",action required verify identity dear customer urgent security notice someone tried access account unrecognized device verify URLTOKEN account locked thanks team
730,Security Alert: Unusual Sign-in Activity Detected,"Hello, Dear user, our system detected a policy violation on your account. Verify your information at http://appleid-confirm-account.xyz/login within 24 hours to prevent permanent closure. Sincerely,
Customer Service",service@microsoft-alerts.xyz,1,1,2,1,"Security Alert: Unusual Sign-in Activity Detected Hello, Dear user, our system detected a policy violation on your account. Verify your information at http://appleid-confirm-account.xyz/login within 24 hours to prevent permanent closure. Sincerely,
Customer Service",security alert unusual signin activity detected hello dear user system detected policy violation account verify information URLTOKEN within hours prevent permanent closure sincerely customer service
731,Your Flight Itinerary Confirmation,"Hello, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Regards,
Admin Team",team-lead@company.com,0,0,0,0,"Your Flight Itinerary Confirmation Hello, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Regards,
Admin Team",flight itinerary confirmation hello welcome aboard excited part community heres quick guide help get started new account regards admin team
732,Your Payment Failed - Update Billing Information,"Dear Customer, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://paypal-security-update.net/confirm to receive your refund today.",team@irs-refunds.top,1,1,1,1,"Your Payment Failed - Update Billing Information Dear Customer, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://paypal-security-update.net/confirm to receive your refund today.",payment failed update billing information dear customer unclaimed refund waiting submit bank account details URLTOKEN receive refund today
733,Notes from Today's Client Call,"Hi, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Thanks,
Raj",manager@company.com,0,0,0,0,"Notes from Today's Client Call Hi, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Thanks,
Raj",notes todays client call hi hi team quick note meeting tomorrow moved pm conference room let know conflicts schedule thanks raj
734,Your Invoice Is Overdue - Pay Immediately,"Hello, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://update-your-info-now.tk/secure to receive your refund today. Thanks,
The Team",billing@netflix-update.ru,3,1,0,1,"Your Invoice Is Overdue - Pay Immediately Hello, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://update-your-info-now.tk/secure to receive your refund today. Thanks,
The Team",invoice overdue pay immediately hello unclaimed refund waiting submit bank account details URLTOKEN receive refund today thanks team
735,Meeting Rescheduled to 3 PM Tomorrow,"Hello, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Thanks,
Raj",manager@company.com,0,0,0,0,"Meeting Rescheduled to 3 PM Tomorrow Hello, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Thanks,
Raj",meeting rescheduled pm tomorrow hello thank recent purchase receipt attached questions feel free reach support team thanks raj
736,Urgent: Your Account Will Be Suspended,"Hi there, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://netflix-billing-update.ru/pay immediately to upgrade for free. Sincerely,
Customer Service",no-reply@appleid-verify.net,3,1,2,1,"Urgent: Your Account Will Be Suspended Hi there, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://netflix-billing-update.ru/pay immediately to upgrade for free. Sincerely,
Customer Service",urgent account suspended hi final warning mailbox storage full incoming emails rejected click URLTOKEN immediately upgrade free sincerely customer service
737,You Have Won a Prize! Claim Now,"Hi there, This is an urgent securrity notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://irs-tax-refund-claim.top/form or your account will be locked. Sincerely,
Customer Service",team@irs-refunds.top,0,1,3,1,"You Have Won a Prize! Claim Now Hi there, This is an urgent securrity notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://irs-tax-refund-claim.top/form or your account will be locked. Sincerely,
Customer Service",prize claim hi urgent securrity notice someone tried access account unrecognized device verify URLTOKEN account locked sincerely customer service
738,Your Package Could Not Be Delivered,"Dear User, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://secure-login-verify.com/account Regards,
Account Services",no-reply@appleid-verify.net,3,1,5,1,"Your Package Could Not Be Delivered Dear User, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://secure-login-verify.com/account Regards,
Account Services",package could delivered dear user dear customer detected unusual activity account click link immediately verify identity account permanently suspended within hours URLTOKEN regards account services
739,Weekly Team Sync Agenda,"Dear Customer, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://company-blog.com/newsletter. Thanks,
Raj",notifications@github.com,0,0,0,0,"Weekly Team Sync Agenda Dear Customer, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://company-blog.com/newsletter. Thanks,
Raj",weekly team sync agenda dear customer good news order shipped way track shipment using link URLTOKEN thanks raj
740,Reminder: Submit Your Timesheet,"Dear User, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with yur schedule. Regards,
Admin Team",billing@vendor.com,1,0,0,0,"Reminder: Submit Your Timesheet Dear User, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with yur schedule. Regards,
Admin Team",reminder submit timesheet dear user hi team quick note meeting tomorrow moved pm conference room let know conflicts yur schedule regards admin team
741,Reminder: Submit Your Timesheet,"Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Best regards,
Project Team",team-lead@company.com,1,0,0,0,"Reminder: Submit Your Timesheet Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Best regards,
Project Team",reminder submit timesheet hi friendly reminder submit timesheet week friday pm thanks cooperation best regards project team
742,Verify Your Bank Details to Avoid Suspension,"Hello, Dear user, our system detected a policy violation on your account. Verify your information at http://192.168.44.21/verify-account within 24 hours to prevent permanent closure. Thanks,
The Team",admin@account-verify-center.com,2,1,2,1,"Verify Your Bank Details to Avoid Suspension Hello, Dear user, our system detected a policy violation on your account. Verify your information at http://192.168.44.21/verify-account within 24 hours to prevent permanent closure. Thanks,
The Team",verify bank details avoid suspension hello dear user system detected policy violation account verify information URLTOKEN within hours prevent permanent closure thanks team
743,Your Invoice Is Overdue - Pay Immediately,"Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://appleid-confirm-account.xyz/login within 24 hours to prevent permanent closure. Regards,
Account Services",support@amaz0n-rewards.info,1,1,2,1,"Your Invoice Is Overdue - Pay Immediately Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://appleid-confirm-account.xyz/login within 24 hours to prevent permanent closure. Regards,
Account Services",invoice overdue pay immediately hi dear user system detected policy violation account verify information URLTOKEN within hours prevent permanent closure regards account services
744,Your Monthly Newsletter is Here,"Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Regards,
Admin Team",newsletter@company.com,0,0,0,0,"Your Monthly Newsletter is Here Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Regards,
Admin Team",monthly newsletter hi hi sharing notes todays sprint review completed planned stories identified two blockers next sprint regards admin team
745,You Have Won a Prize! Claim Now,"Dear User, Your package delivery has failed due to an incomplete address. Click http://microsoft-support-alert.co/reset now and pay a small redelivery fee to reschedule. Thanks,
The Team",team@irs-refunds.top,1,1,2,1,"You Have Won a Prize! Claim Now Dear User, Your package delivery has failed due to an incomplete address. Click http://microsoft-support-alert.co/reset now and pay a small redelivery fee to reschedule. Thanks,
The Team",prize claim dear user package delivery failed due incomplete address click URLTOKEN pay small redelivery fee reschedule thanks team
746,Invoice #4521 Attached,"Dear User, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Best regards,
Project Team",billing@vendor.com,0,0,0,0,"Invoice #4521 Attached Dear User, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Best regards,
Project Team",invoice attached dear user hi team sharing notes todays call client happy current progress requested demo next week best regards project team
747,Your Package Could Not Be Delivered,"Dear User, We were unable to process your recent payment. Please update your billing information immediately at http://microsoft-support-alert.co/reset to avoid service interruption. Sincerely,
Customer Service",admin@account-verify-center.com,3,1,2,1,"Your Package Could Not Be Delivered Dear User, We were unable to process your recent payment. Please update your billing information immediately at http://microsoft-support-alert.co/reset to avoid service interruption. Sincerely,
Customer Service",package could delivered dear user unable process recent payment please update billing information immediately URLTOKEN avoid service interruption sincerely customer service
748,Quarterly Performance Report Attached,"Hi, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best regards,
Project Team",manager@company.com,0,0,0,0,"Quarterly Performance Report Attached Hi, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best regards,
Project Team",quarterly performance report attached hi thank recent purchase receipt attached questions feel free reach support team best regards project team
749,Weekly Team Sync Agenda,"Urgent: Hi, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Cheers,
Priya",hr@company.com,0,0,1,0,"Weekly Team Sync Agenda Urgent: Hi, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Cheers,
Priya",weekly team sync agenda urgent hi hi sharing notes todays sprint review completed planned stories identified two blockers next sprint cheers priya
750,Reminder: Submit Your Timesheet,"Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://shipping.fedex.com/track. Thank you,
HR",notifications@github.com,0,0,0,0,"Reminder: Submit Your Timesheet Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://shipping.fedex.com/track. Thank you,
HR",reminder submit timesheet good news order shipped way track shipment using link URLTOKEN thank hr
751,Your Subscription Is About to Expire,"Hello, Act now! Your subscription expires today. Renew immediately at http://192.168.44.21/verify-account to avoid losing access to your account permanently. Best regards,
Support Team",no-reply@appleid-verify.net,1,1,3,1,"Your Subscription Is About to Expire Hello, Act now! Your subscription expires today. Renew immediately at http://192.168.44.21/verify-account to avoid losing access to your account permanently. Best regards,
Support Team",subscription expire hello act subscription expires today renew immediately URLTOKEN avoid losing access account permanently best regards support team
752,Verify Your Bank Details to Avoid Suspension,"Dear User, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://192.168.44.21/verify-account Regards,
Account Services",billing@netflix-update.ru,1,1,5,1,"Verify Your Bank Details to Avoid Suspension Dear User, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://192.168.44.21/verify-account Regards,
Account Services",verify bank details avoid suspension dear user dear customer detected unusual activity account click link immediately verify identity account permanently suspended within hours URLTOKEN regards account services
753,You Have Won a Prize! Claim Now,"Dear Customer, Dear user, our system detected a policy violation on your account. Verify your information at http://appleid-confirm-account.xyz/login within 24 hours to prevent permanent closure. Regards,
Account Services",no-reply@appleid-verify.net,0,1,2,1,"You Have Won a Prize! Claim Now Dear Customer, Dear user, our system detected a policy violation on your account. Verify your information at http://appleid-confirm-account.xyz/login within 24 hours to prevent permanent closure. Regards,
Account Services",prize claim dear customer dear user system detected policy violation account verify information URLTOKEN within hours prevent permanent closure regards account services
754,Reminder: Submit Your Timesheet,"Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Regards,
Admin Team",newsletter@company.com,0,0,0,0,"Reminder: Submit Your Timesheet Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Regards,
Admin Team",reminder submit timesheet hi hi everyone attached agenda weekly team sync please review meeting add topics youd like discuss regards admin team
755,Your Order Has Shipped,"Hi there, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Cheers,
Priya",team-lead@company.com,1,0,0,0,"Your Order Has Shipped Hi there, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Cheers,
Priya",order shipped hi thank recent purchase receipt attached questions feel free reach support team cheers priya
756,Invoice #4521 Attached,"Hi, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Thanks,
Raj",newsletter@company.com,1,0,0,0,"Invoice #4521 Attached Hi, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Thanks,
Raj",invoice attached hi thank recent purchase receipt attached questions feel free reach support team thanks raj
757,Meeting Rescheduled to 3 PM Tomorrow,"Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Cheers,
Priya",hr@company.com,0,0,0,0,"Meeting Rescheduled to 3 PM Tomorrow Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Cheers,
Priya",meeting rescheduled pm tomorrow hi hi sharing notes todays sprint review completed planned stories identified two blockers next sprint cheers priya
758,Your Subscription Is About to Expire,"Dear User, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://secure-login-verify.com/account to receive your refund today.",admin@account-verify-center.com,2,1,1,1,"Your Subscription Is About to Expire Dear User, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://secure-login-verify.com/account to receive your refund today.",subscription expire dear user unclaimed refund waiting submit bank account details URLTOKEN receive refund today
759,Your Monthly Newsletter is Here,"Hi there, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",support@fedex.com,0,0,1,0,"Your Monthly Newsletter is Here Hi there, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",monthly newsletter hi welcome aboard excited part community heres quick guide help get started new account best sarah please confirm receipt email earliest convenience
